BEST,AVG,WORST
357.5529160967416,272.06756814546094,99.2091123285544
357.56807386337283,280.88559144647843,111.28899995928779
357.61136946694154,292.5272567628258,99.24045713215762
357.61136946694154,304.93946410944625,99.14072442962261
369.55959778038886,312.51432882965486,105.4521473023678
369.6108899080215,323.69639960704666,112.54443863285525
381.63563101676635,328.547706453677,111.2588189487972
381.64177617488093,338.601860799576,99.29690487764162
381.64177617488093,341.0701036969512,129.47710013936387
381.64177617488093,344.0677704723319,111.41978812354441
381.64177617488093,348.25226447792187,111.45024000960693
381.641869441931,351.8352059297322,166.48030409944062
384.64713082253536,332.5887577987447,111.44122406989622
387.6357512201927,341.04113961496137,99.4124578313891
387.6357512201927,343.28837491377146,111.28810450078032
384.6472212607311,294.66597344417113,111.31180465446225
384.65839512618277,297.4027746455169,111.39617160678148
417.8138146741195,312.65490978375504,99.3987932491134
417.8138146741195,328.988067409603,114.4344979642963
417.8140959993175,336.36081370247643,112.44225208970884
417.8140959993175,336.76753565638165,116.36389277359342
450.8348061673353,349.1310178612897,116.2913557819065
450.8348061673353,355.0116579912171,112.41695688577697
459.87793238447165,373.0535510715679,136.56190181996726
505.8394505320297,374.6677367896734,114.49782550369326
505.8394505320297,400.00348672715353,115.45595112270469
505.8492346717142,411.12824038707186,136.63878006482173
530.837368249406,415.71814094321655,112.64212253658907
530.837368249406,436.31303243382666,123.52923591851739
569.8557281444894,447.9788128597147,109.25336256775117
569.8213872414697,461.5944030503794,107.65971923274691
569.8213872414697,469.36395137537346,99.34108040815823
569.8213872414697,441.6908779341748,106.59528234982933
569.8213872414697,379.24087859116105,117.53002499752203
583.8493064190372,426.41309914741015,100.29908126756374
583.8493064190372,465.33432298331917,115.46076707210034
583.8493064190372,486.1284936091457,100.2720879512376
584.8509196583523,497.8304384339857,107.47902729583313
619.8466783175944,468.00239738407794,144.5571038132559
588.8616664945159,446.52802776417786,112.2804564861401
618.8196639349243,478.8136140781511,104.56408924646547
619.8469089522348,427.0603022033369,133.43971936737825
619.8469089522348,480.3082576528766,100.29187854417951
623.8439769799019,511.94256060373624,127.67015924570984
648.8500660978591,473.13999856972146,165.48735647209162
648.8500660978591,501.9658810894133,115.50460056401128
662.8184012186495,534.7392037986459,106.35992025913784
689.878578589837,563.926285968122,162.623835677671
689.878578589837,586.6881142468784,172.44048244071877
706.8466032816484,597.2346547615267,176.50372781722353
769.9416516403701,604.3405674433616,113.47333250931159
769.9416516403701,624.5141908559201,133.56119521302793
931.9561791557144,629.4004988842092,125.58748124021176
931.9561791557144,685.200403504984,133.50223072377025
931.9561791557144,726.3785475025551,127.34348742261008
1001.9632695524032,757.9071647582919,122.61325730680585
1001.9632695524032,808.1036735401591,184.6546093443153
931.9561791557144,701.4717200951171,182.41348382534613
1001.9632695524032,736.2037046346298,143.69724497713045
1001.9632695524032,783.424471775942,143.69724497713045
1001.9632695524032,796.7071303319772,154.51213492213913
1001.9632695524032,651.8056970195888,127.27612441663841
1001.9632695524032,710.1999752350605,165.5947577383711
1001.9632695524032,509.5045867658531,100.08409529636101
1059.96463242534,699.7294970062134,106.39975298157488
1059.96463242534,794.2541757589343,139.62262354180083
1059.96463242534,850.732091079317,165.4623538917465
1059.96463242534,882.0038746595701,165.44113997161213
1059.96463242534,674.5399746797973,104.30483739701415
1059.96463242534,769.2797733113837,158.83158338494735
1059.96463242534,845.2231057055988,184.67950508485677
1059.96463242534,303.5778761710005,99.23088472923851
1059.96463242534,603.9648267936125,100.25904333186111
1059.96463242534,817.808366224668,122.62754672531558
