BEST,AVG,WORST
247.46206854197644,114.45686223526926,98.97409910169156
247.46206854197644,143.04462173524624,99.04763282497682
247.1486570809658,138.45270204686517,99.03579608914265
258.0187048782802,157.1288762757967,99.02460878450441
261.14958073223124,182.02541893728164,99.02028789206366
272.1676691403143,203.27259013307395,99.00517917912852
272.1676691403143,223.4194365118957,98.95716682869967
279.04251573031024,232.5992494681078,99.05882456659535
279.04261025374194,238.8250310285198,98.9582254390915
279.1200002982607,242.789755850667,99.12505527147816
280.1226366372252,247.72256987886118,99.05609324868769
280.1490718737027,252.13227535156662,99.05595437141717
281.0717901632356,255.16886924254496,99.07219194302986
302.333022714643,256.32566893565644,99.1834911576982
302.333022714643,260.7053186389715,99.18213099441647
305.32054042212155,230.5107909570775,99.08574894742428
305.32054042212155,243.06420535696023,99.19930950597933
305.3635733636937,256.95803254406053,99.22375457692951
305.3635733636937,263.0039067935158,100.1057343694589
308.3517302608088,269.5532051590628,99.30915419517252
308.39479997748697,272.8283037963655,100.07159181084639
308.39479997748697,262.0943569254521,118.31412319803863
308.40238504266875,264.9960576028253,99.30835486449777
308.415834976311,271.3229593148876,100.12305528744236
309.3816684309721,272.0125919058495,103.2559648444574
332.4112687967649,275.68950114809945,101.29326364724963
332.4112687967649,283.27720456153287,102.26349678081775
333.37564297394397,286.8304187950806,99.18636529017755
333.3762613005139,292.10787293082035,109.22105050457128
333.417279669442,291.4095887772101,99.2284127272334
333.42646353539385,292.83201491335444,99.33183072345096
333.42646353539385,297.6171017878592,110.28763365724322
333.4683689720517,300.6489986887164,101.24337076536229
333.4683689720517,299.59924458897075,100.49964637325199
333.4657243343696,179.85710238169514,99.10604995859602
333.4657243343696,190.77577792967094,99.12011650585055
335.38566886519806,200.18646002197914,99.11145243230034
335.38566886519806,228.57754496009167,99.20032862522437
333.46875504680884,247.3796750149013,100.28907260060546
333.42706583178926,244.21457824111712,99.33736953026619
335.38566886519806,258.3048937418726,100.18390071897035
335.38566886519806,274.1055387207516,100.07319030670048
335.39308514207244,288.5323156453353,99.25471760067464
335.4201918802374,276.9081347420729,99.25471760067464
335.4201918802374,286.61477422613166,110.27722198976238
335.4204140277827,230.74680960283035,99.17360598757847
335.42769396569264,263.2491711846122,99.18855521187852
335.42769396569264,280.3368913012529,99.18855521187852
335.42769396569264,292.58070138361836,102.28743422141766
335.4276981371353,228.87679116579656,99.4116961884399
209.33292400486874,116.972243828854,98.95330354495111
227.4547331354271,138.01440498022217,98.96989425826301
239.49374230312876,157.1813171671543,98.99895740833809
239.49374230312876,168.37362279122834,99.10652673123298
244.53184638219196,155.09540981613898,99.13370672480472
244.53184638219196,161.9566931637304,99.09941006493881
286.4894665749755,175.12044334543148,99.0903330760403
286.50015783607193,196.92842396839657,99.20297597309363
287.4939978621255,211.13051328085635,99.18553030721134
300.483032821039,230.48736707791832,99.20288573232173
300.483032821039,250.44038752705836,99.20288573232173
301.4996580489278,256.5415540182506,99.48569228732421
301.4996580489278,267.6579557713156,101.53084244169793
301.4996580489278,272.2646840137741,101.58809302359262
301.5029960901005,270.67899141647496,102.28173853291943
301.5220700314353,272.8816304536492,103.32478873869783
307.4696655866858,276.83384011478927,101.33861550276734
307.4696655866858,280.7937166007013,114.3601499832873
308.4927177741522,211.53307187112696,99.335514967222
308.4927177741522,247.71602048562053,99.27681757640907
308.5013848787697,270.4428513550621,101.38849062023716
309.5341974246003,277.53226656237524,100.36333954898686
309.5341974246003,285.37864980895154,99.36386231604911
310.5426682574946,222.92146789502328,99.32825980573358
310.5426682574946,245.95232217268332,100.32590861166545
310.5446060535638,237.85760624174844,102.47636202390446
310.5446060535638,246.17529907948827,99.32488924816832
310.5419535189295,226.0470129814992,99.2197703069772
310.5419535189295,239.10535878104346,99.35125378670215
313.5431813550475,251.10175930393638,100.31299737734628
313.5810298245607,262.16107791602974,103.21707060029257
316.44584838622984,272.86032445477696,99.25313188841106
316.44584838622984,279.40656725205065,120.25343182732144
330.47846666331066,283.66467626409946,101.47882923292784
330.47846666331066,290.3401982348667,99.21325152723725
330.4816217362511,293.6068919630723,100.57022547421272
330.4816217362511,297.83363244832987,112.44931815644128
342.4930377672769,298.69628223352674,99.50709926718699
342.4930377672769,301.6628549513556,108.44775085248418
346.4798825213911,304.5565496737148,111.34340687422954
346.4798825213911,308.5592563391258,111.34879200390665
342.4930377672769,268.91599011780767,111.25008484939565
342.4930377672769,283.1399750760005,103.49658053587174
342.50190322960515,293.33108165055467,102.38541565027644
342.50190322960515,300.88582086850073,100.3001040037619
342.5046644117214,304.8234036457633,112.58913793245306
342.5046644117214,234.20033111231737,99.08374847701285
342.5046644117214,266.2655427911177,99.2024095024672
342.5046644117214,290.20676341233667,99.24431857789587
342.50640642882865,293.3490998778643,111.26238517517153
346.4915063369814,286.42741483482695,99.22149708573376
346.4915063369814,293.77535188913055,99.3368223401231
346.49609836574245,300.76664716264526,114.41531985077388
346.4915063369814,270.2497104176405,114.3197411638178
346.4915063369814,289.68135260204133,99.23213792127812
346.49770850906896,298.1995278143535,99.2504385381344
346.49770850906896,302.8365212163451,115.30362026754565
346.500022219221,235.07445880197048,99.12979856838122
346.500022219221,271.2138089333022,99.24000934463459
346.50339388576526,288.0645311143166,99.12737431952291
202.29922586639964,115.12791891436996,98.99122647197454
224.3234694384189,134.2196946085767,98.99365982733846
224.3234694384189,149.46986481214392,99.00146936870858
240.33132014132212,162.15165963845217,99.08275400115441
225.35420566478257,167.98622530982718,99.09657681781209
253.32837940624572,181.69788532953666,99.10727498075964
254.3586624672832,198.1992478033657,99.43500774076573
273.4088251115063,208.6590177830504,99.1197255598872
281.37357120001394,221.22313322555195,101.35774175076781
281.37357120001394,227.32811394236546,101.14945368495705
299.45420564775407,234.77045580248668,110.21820959676235
303.4372388883887,243.83224888331767,106.17535232565956
306.4913928363859,257.7137569226476,115.15004379056548
311.45822201530507,268.56019399871957,109.40863046493753
314.4837302134483,274.83871141041334,101.37331702564455
368.442186223593,277.42890594905884,108.26868160568527
322.440843310682,281.6489926862937,103.4178564731559
374.48514223799486,279.86213780141173,122.30435392154632
374.49885584310255,291.6371882229481,122.64042327956243
375.48111641219396,309.9926112139471,120.42327836463559
376.48560680388067,320.6397762102597,120.42327836463559
385.50727289317587,334.8258484349271,128.34344609026013
385.50727289317587,341.97382581714345,102.48780826343328
387.51165082885717,349.0352169132316,128.37130379399247
387.51165082885717,352.01548611984407,111.46703347663502
390.5049051676577,354.85134210261106,111.30376708700025
387.5180174347535,326.6345075933752,128.38504781513757
387.51348059898345,333.81769774610007,119.43360669213135
387.51348059898345,334.9463425533333,101.25256043908618
399.50958332268704,339.3981953984325,102.41692491057042
399.50958332268704,346.79412163700346,100.29087005442372
399.51446842682145,355.4323655767461,117.46716842245789
399.51456954133465,358.8458832597895,115.45114638176624
402.4780078950862,349.4920908952704,107.34461189379631
402.4780078950862,346.68805516892877,123.35462291227965
409.68359917299824,350.23816167691194,115.47774297415685
409.68359917299824,351.4426047223617,123.29673313436281
427.7618248938612,316.66915468718355,111.36279288193705
427.7618248938612,328.28654411441363,135.25331890675818
409.68359917299824,272.7581031723159,121.36691668954515
427.7618248938612,300.00147668284177,100.28784432281154
431.67295698369065,327.1892900538076,100.19440709400321
443.8319817909763,349.41485523436285,99.25356771077433
449.7511827045536,371.10608398482884,129.24871562750087
468.8241340786978,385.2461544223883,141.35078878712253
468.8241340786978,395.025341934163,150.29316896949743
468.8241775960131,404.28167442321467,107.35274986483302
475.81333489436145,412.7193280917784,139.5959960741363
478.8404882719049,418.6895994032936,112.49834421425506
484.8090335255919,429.4128851784678,134.57067120501605
484.8090335255919,434.5141783570394,143.6043718775341
484.8090335255919,430.57859610021035,133.69193291235416
492.8173530083947,431.0393689027017,129.39756703016775
492.8173530083947,436.79136972635916,139.59902248050156
500.8323297294141,438.0784835859715,114.24052197124391
500.83494324703804,443.8616371417691,128.38356616331225
501.8139628904406,442.01847347713056,137.522686867482
501.8139628904406,450.37343013772926,144.51784072341903
545.820517291608,380.70600398753237,121.4325379833256
545.820517291608,412.7616376523348,127.36383988689553
545.820517291608,443.2401863757025,131.53840585784283
551.8279248413922,467.7321887324755,119.29392001116076
551.8279248413922,473.8614986041787,119.29392001116076
602.8157551096012,484.4084666283489,160.59862275210563
602.8157551096012,492.17293021539206,134.35780897756467
602.8157551096012,503.0031547657264,141.34798229810536
602.8158784350909,521.2950426588087,135.39323301143855
606.815037447461,525.2105680766575,191.48167806748882
617.8419469214623,534.984520190802,205.48950470544122
606.8153622756065,494.29686212350504,145.2224560593641
647.8576315356024,515.1429751649345,141.75642147507693
647.8576315356024,547.250034503557,159.65884929139935
647.8577548610921,558.1633724846786,176.80021101810732
647.8577548610921,544.1400794174253,134.67159185980324
647.8577548610921,550.3240405509831,129.38196174953325
647.8577548610921,518.426528099318,99.1837235031675
647.8577548610921,529.5778759964106,140.68821851222984
647.8577548610921,245.0329142288954,101.30292878507912
654.8169887918054,356.37649076264944,99.22825388780868
654.8169887918054,461.1419996200549,111.50767062604812
799.9237917404974,517.62594432995,114.1584153799495
1000.9410502486121,575.9454733245452,137.59643282029398
1082.9664298536154,666.3331523871777,161.72892621431254
1145.9712432088304,755.7179579436962,133.50193289905064
1145.9712432088304,839.9580925649913,122.37500680260354
1145.9712432088304,907.8338578489964,192.43258929967942
1145.9714762003173,954.6948666471106,194.5873118633579
1145.9712432088304,889.1432769448149,185.3714655346425
1145.9712432088304,930.7975434050081,232.78148929467733
1145.9712432088304,976.4169149386397,181.70538373626596
1145.9712432088304,294.80926089458694,99.04564631471663
1145.9712432088304,648.8223304037977,99.39842035173014
1145.9712432088304,903.0630272413588,104.3633803390865
224.28488992398565,114.8311015598415,98.99976239459292
224.28488992398565,138.2835231517234,99.02838816579629
237.40209679965548,156.32433000635655,98.98720796415795
237.40209679965548,174.24301331312884,98.90945099499118
294.45224476533883,189.2130644585522,99.0732595199746
294.45224476533883,211.60951293707578,99.05722643578905
322.52352646090606,231.06791665082073,99.20711854500965
331.5347454448812,249.04280008671975,99.23378366208568
354.5320629321604,271.695402176183,99.31471056844933
354.5320629321604,287.01963046061104,99.31471056844933
357.5529160967416,305.2182534463155,102.32245055810453
354.5894403814661,271.8082633758117,111.28694592423257
354.60869374857964,296.1957543583592,100.40442959127067
